FIPS,STATE,ABBR,NAME
46067,South Dakota,SD,Hutchinson County
46069,South Dakota,SD,Hyde County
46071,South Dakota,SD,Jackson County
46073,South Dakota,SD,Jerauld County
46075,South Dakota,SD,Jones County
46077,South Dakota,SD,Kingsbury County
46079,South Dakota,SD,Lake County
46081,South Dakota,SD,Lawrence County
46083,South Dakota,SD,Lincoln County
46085,South Dakota,SD,Lyman County
46087,South Dakota,SD,McCook County
46089,South Dakota,SD,McPherson County
46091,South Dakota,SD,Marshall County
46093,South Dakota,SD,Meade County
46095,South Dakota,SD,Mellette County
46097,South Dakota,SD,Miner County
46099,South Dakota,SD,Minnehaha County
46101,South Dakota,SD,Moody County
46103,South Dakota,SD,Pennington County
46105,South Dakota,SD,Perkins County
46107,South Dakota,SD,Potter County
46109,South Dakota,SD,Roberts County
46111,South Dakota,SD,Sanborn County
46113,South Dakota,SD,Shannon County
46115,South Dakota,SD,Spink County
46117,South Dakota,SD,Stanley County
46119,South Dakota,SD,Sully County
46121,South Dakota,SD,Todd County
46123,South Dakota,SD,Tripp County
46125,South Dakota,SD,Turner County
46127,South Dakota,SD,Union County
46129,South Dakota,SD,Walworth County
46135,South Dakota,SD,Yankton County
46137,South Dakota,SD,Ziebach County
47001,Tennessee,TN,Anderson County
47003,Tennessee,TN,Bedford County
47005,Tennessee,TN,Benton County
47007,Tennessee,TN,Bledsoe County
47009,Tennessee,TN,Blount County
47011,Tennessee,TN,Bradley County
47013,Tennessee,TN,Campbell County
47015,Tennessee,TN,Cannon County
47017,Tennessee,TN,Carroll County
47019,Tennessee,TN,Carter County
47021,Tennessee,TN,Cheatham County
47023,Tennessee,TN,Chester County
47025,Tennessee,TN,Claiborne County
47027,Tennessee,TN,Clay County
47029,Tennessee,TN,Cocke County
47031,Tennessee,TN,Coffee County
47033,Tennessee,TN,Crockett County
47035,Tennessee,TN,Cumberland County
47037,Tennessee,TN,Davidson County
47039,Tennessee,TN,Decatur County
47041,Tennessee,TN,DeKalb County
47043,Tennessee,TN,Dickson County
47045,Tennessee,TN,Dyer County
47047,Tennessee,TN,Fayette County
47049,Tennessee,TN,Fentress County
47051,Tennessee,TN,Franklin County
47053,Tennessee,TN,Gibson County
47055,Tennessee,TN,Giles County
47057,Tennessee,TN,Grainger County
47059,Tennessee,TN,Greene County
47061,Tennessee,TN,Grundy County
47063,Tennessee,TN,Hamblen County
47065,Tennessee,TN,Hamilton County
47067,Tennessee,TN,Hancock County
47069,Tennessee,TN,Hardeman County
47071,Tennessee,TN,Hardin County
47073,Tennessee,TN,Hawkins County
47075,Tennessee,TN,Haywood County
47077,Tennessee,TN,Henderson County
47079,Tennessee,TN,Henry County
47081,Tennessee,TN,Hickman County
47083,Tennessee,TN,Houston County
47085,Tennessee,TN,Humphreys County
47087,Tennessee,TN,Jackson County
47089,Tennessee,TN,Jefferson County
47091,Tennessee,TN,Johnson County
47093,Tennessee,TN,Knox County
47095,Tennessee,TN,Lake County
47097,Tennessee,TN,Lauderdale County
47099,Tennessee,TN,Lawrence County
47101,Tennessee,TN,Lewis County
47103,Tennessee,TN,Lincoln County
47105,Tennessee,TN,Loudon County
47107,Tennessee,TN,McMinn County
47109,Tennessee,TN,McNairy County
47111,Tennessee,TN,Macon County
47113,Tennessee,TN,Madison County
47115,Tennessee,TN,Marion County
47117,Tennessee,TN,Marshall County
47119,Tennessee,TN,Maury County
47121,Tennessee,TN,Meigs County
47123,Tennessee,TN,Monroe County
47125,Tennessee,TN,Montgomery County
47127,Tennessee,TN,Moore County
47129,Tennessee,TN,Morgan County
47131,Tennessee,TN,Obion County
47133,Tennessee,TN,Overton County
47135,Tennessee,TN,Perry County
47137,Tennessee,TN,Pickett County
47139,Tennessee,TN,Polk County
47141,Tennessee,TN,Putnam County
47143,Tennessee,TN,Rhea County
47145,Tennessee,TN,Roane County
47147,Tennessee,TN,Robertson County
47149,Tennessee,TN,Rutherford County
47151,Tennessee,TN,Scott County
47153,Tennessee,TN,Sequatchie County
47155,Tennessee,TN,Sevier County
47157,Tennessee,TN,Shelby County
47159,Tennessee,TN,Smith County
47161,Tennessee,TN,Stewart County
47163,Tennessee,TN,Sullivan County
47165,Tennessee,TN,Sumner County
47167,Tennessee,TN,Tipton County
47169,Tennessee,TN,Trousdale County
47171,Tennessee,TN,Unicoi County
47173,Tennessee,TN,Union County
47175,Tennessee,TN,Van Buren County
47177,Tennessee,TN,Warren County
47179,Tennessee,TN,Washington County
47181,Tennessee,TN,Wayne County
47183,Tennessee,TN,Weakley County
47185,Tennessee,TN,White County
47187,Tennessee,TN,Williamson County
47189,Tennessee,TN,Wilson County
48001,Texas,TX,Anderson County
48003,Texas,TX,Andrews County
48005,Texas,TX,Angelina County
48007,Texas,TX,Aransas County
48009,Texas,TX,Archer County
48011,Texas,TX,Armstrong County
48013,Texas,TX,Atascosa County
48015,Texas,TX,Austin County
48017,Texas,TX,Bailey County
48019,Texas,TX,Bandera County
48021,Texas,TX,Bastrop County
48023,Texas,TX,Baylor County
48025,Texas,TX,Bee County
48027,Texas,TX,Bell County
48029,Texas,TX,Bexar County
48031,Texas,TX,Blanco County
48033,Texas,TX,Borden County
48035,Texas,TX,Bosque County
48037,Texas,TX,Bowie County
48039,Texas,TX,Brazoria County
48041,Texas,TX,Brazos County
48043,Texas,TX,Brewster County
48045,Texas,TX,Briscoe County
48047,Texas,TX,Brooks County
48049,Texas,TX,Brown County
48051,Texas,TX,Burleson County
48053,Texas,TX,Burnet County
48055,Texas,TX,Caldwell County
48057,Texas,TX,Calhoun County
48059,Texas,TX,Callahan County
48061,Texas,TX,Cameron County
48063,Texas,TX,Camp County
48065,Texas,TX,Carson County
48067,Texas,TX,Cass County
48069,Texas,TX,Castro County
48071,Texas,TX,Chambers County
48073,Texas,TX,Cherokee County
48075,Texas,TX,Childress County
48077,Texas,TX,Clay County
48079,Texas,TX,Cochran County
48081,Texas,TX,Coke County
48083,Texas,TX,Coleman County
48085,Texas,TX,Collin County
48087,Texas,TX,Collingsworth County
48089,Texas,TX,Colorado County
48091,Texas,TX,Comal County
48093,Texas,TX,Comanche County
48095,Texas,TX,Concho County
48097,Texas,TX,Cooke County
48099,Texas,TX,Coryell County
48101,Texas,TX,Cottle County
48103,Texas,TX,Crane County
48105,Texas,TX,Crockett County
48107,Texas,TX,Crosby County
48109,Texas,TX,Culberson County
48111,Texas,TX,Dallam County
48113,Texas,TX,Dallas County
48115,Texas,TX,Dawson County
48117,Texas,TX,Deaf Smith County
48119,Texas,TX,Delta County
48121,Texas,TX,Denton County
48123,Texas,TX,DeWitt County
48125,Texas,TX,Dickens County
48127,Texas,TX,Dimmit County
48129,Texas,TX,Donley County
48131,Texas,TX,Duval County
48133,Texas,TX,Eastland County
48135,Texas,TX,Ector County
48137,Texas,TX,Edwards County
48139,Texas,TX,Ellis County
48141,Texas,TX,El Paso County
48143,Texas,TX,Erath County
48145,Texas,TX,Falls County
48147,Texas,TX,Fannin County
48149,Texas,TX,Fayette County
48151,Texas,TX,Fisher County
48153,Texas,TX,Floyd County
48155,Texas,TX,Foard County
48157,Texas,TX,Fort Bend County
48159,Texas,TX,Franklin County
48161,Texas,TX,Freestone County
48163,Texas,TX,Frio County
48165,Texas,TX,Gaines County
48167,Texas,TX,Galveston County
48169,Texas,TX,Garza County
48171,Texas,TX,Gillespie County
48173,Texas,TX,Glasscock County
48175,Texas,TX,Goliad County
48177,Texas,TX,Gonzales County
48179,Texas,TX,Gray County
48181,Texas,TX,Grayson County
48183,Texas,TX,Gregg County
48185,Texas,TX,Grimes County
48187,Texas,TX,Guadalupe County
48189,Texas,TX,Hale County
48191,Texas,TX,Hall County
48193,Texas,TX,Hamilton County
48195,Texas,TX,Hansford County
48197,Texas,TX,Hardeman County
48199,Texas,TX,Hardin County
48201,Texas,TX,Harris County
48203,Texas,TX,Harrison County
48205,Texas,TX,Hartley County
48207,Texas,TX,Haskell County
48209,Texas,TX,Hays County
48211,Texas,TX,Hemphill County
48213,Texas,TX,Henderson County
48215,Texas,TX,Hidalgo County
48217,Texas,TX,Hill County
48219,Texas,TX,Hockley County
48221,Texas,TX,Hood County
48223,Texas,TX,Hopkins County
48225,Texas,TX,Houston County
48227,Texas,TX,Howard County
48229,Texas,TX,Hudspeth County
48231,Texas,TX,Hunt County
48233,Texas,TX,Hutchinson County
48235,Texas,TX,Irion County
48237,Texas,TX,Jack County
48239,Texas,TX,Jackson County
48241,Texas,TX,Jasper County
48243,Texas,TX,Jeff Davis County
48245,Texas,TX,Jefferson County
48247,Texas,TX,Jim Hogg County
48249,Texas,TX,Jim Wells County
48251,Texas,TX,Johnson County
48253,Texas,TX,Jones County
48255,Texas,TX,Karnes County
48257,Texas,TX,Kaufman County
48259,Texas,TX,Kendall County
48261,Texas,TX,Kenedy County
48263,Texas,TX,Kent County
48265,Texas,TX,Kerr County
48267,Texas,TX,Kimble County
48269,Texas,TX,King County
48271,Texas,TX,Kinney County
48273,Texas,TX,Kleberg County
48275,Texas,TX,Knox County
48277,Texas,TX,Lamar County
48279,Texas,TX,Lamb County
48281,Texas,TX,Lampasas County
48283,Texas,TX,La Salle County
48285,Texas,TX,Lavaca County
48287,Texas,TX,Lee County
48289,Texas,TX,Leon County
48291,Texas,TX,Liberty County
48293,Texas,TX,Limestone County
48295,Texas,TX,Lipscomb County
48297,Texas,TX,Live Oak County
48299,Texas,TX,Llano County
48301,Texas,TX,Loving County
48303,Texas,TX,Lubbock County
48305,Texas,TX,Lynn County
48307,Texas,TX,McCulloch County
48309,Texas,TX,McLennan County
48311,Texas,TX,McMullen County
48313,Texas,TX,Madison County
48315,Texas,TX,Marion County
48317,Texas,TX,Martin County
48319,Texas,TX,Mason County
48321,Texas,TX,Matagorda County
48323,Texas,TX,Maverick County
48325,Texas,TX,Medina County
48327,Texas,TX,Menard County
48329,Texas,TX,Midland County
48331,Texas,TX,Milam County
48333,Texas,TX,Mills County
48335,Texas,TX,Mitchell County
48337,Texas,TX,Montague County
48339,Texas,TX,Montgomery County
48341,Texas,TX,Moore County
48343,Texas,TX,Morris County
48345,Texas,TX,Motley County
48347,Texas,TX,Nacogdoches County
48349,Texas,TX,Navarro County
48351,Texas,TX,Newton County
48353,Texas,TX,Nolan County
48355,Texas,TX,Nueces County
48357,Texas,TX,Ochiltree County
48359,Texas,TX,Oldham County
48361,Texas,TX,Orange County
48363,Texas,TX,Palo Pinto County
48365,Texas,TX,Panola County
48367,Texas,TX,Parker County
48369,Texas,TX,Parmer County
48371,Texas,TX,Pecos County
48373,Texas,TX,Polk County
48375,Texas,TX,Potter County
48377,Texas,TX,Presidio County
48379,Texas,TX,Rains County
48381,Texas,TX,Randall County
48383,Texas,TX,Reagan County
48385,Texas,TX,Real County
48387,Texas,TX,Red River County
48389,Texas,TX,Reeves County
48391,Texas,TX,Refugio County
48393,Texas,TX,Roberts County
48395,Texas,TX,Robertson County
48397,Texas,TX,Rockwall County
48399,Texas,TX,Runnels County
48401,Texas,TX,Rusk County
48403,Texas,TX,Sabine County
48405,Texas,TX,San Augustine County
48407,Texas,TX,San Jacinto County
48409,Texas,TX,San Patricio County
48411,Texas,TX,San Saba County
48413,Texas,TX,Schleicher County
48415,Texas,TX,Scurry County
48417,Texas,TX,Shackelford County
48419,Texas,TX,Shelby County
48421,Texas,TX,Sherman County
48423,Texas,TX,Smith County
48425,Texas,TX,Somervell County
48427,Texas,TX,Starr County
48429,Texas,TX,Stephens County
48431,Texas,TX,Sterling County
48433,Texas,TX,Stonewall County
48435,Texas,TX,Sutton County
48437,Texas,TX,Swisher County
48439,Texas,TX,Tarrant County
48441,Texas,TX,Taylor County
48443,Texas,TX,Terrell County
48445,Texas,TX,Terry County
48447,Texas,TX,Throckmorton County
48449,Texas,TX,Titus County
48451,Texas,TX,Tom Green County
48453,Texas,TX,Travis County
48455,Texas,TX,Trinity County
48457,Texas,TX,Tyler County
48459,Texas,TX,Upshur County
48461,Texas,TX,Upton County
48463,Texas,TX,Uvalde County
48465,Texas,TX,Val Verde County
48467,Texas,TX,Van Zandt County
48469,Texas,TX,Victoria County
48471,Texas,TX,Walker County
48473,Texas,TX,Waller County
48475,Texas,TX,Ward County
48477,Texas,TX,Washington County
48479,Texas,TX,Webb County
48481,Texas,TX,Wharton County
48483,Texas,TX,Wheeler County
48485,Texas,TX,Wichita County
48487,Texas,TX,Wilbarger County
48489,Texas,TX,Willacy County
48491,Texas,TX,Williamson County
48493,Texas,TX,Wilson County
48495,Texas,TX,Winkler County
48497,Texas,TX,Wise County
48499,Texas,TX,Wood County
48501,Texas,TX,Yoakum County
48503,Texas,TX,Young County
48505,Texas,TX,Zapata County
48507,Texas,TX,Zavala County
49001,Utah,UT,Beaver County
49003,Utah,UT,Box Elder County
49005,Utah,UT,Cache County
49007,Utah,UT,Carbon County
49009,Utah,UT,Daggett County
49011,Utah,UT,Davis County
49013,Utah,UT,Duchesne County
49015,Utah,UT,Emery County
49017,Utah,UT,Garfield County
49019,Utah,UT,Grand County
49021,Utah,UT,Iron County
49023,Utah,UT,Juab County
49025,Utah,UT,Kane County
49027,Utah,UT,Millard County
49029,Utah,UT,Morgan County
49031,Utah,UT,Piute County
49033,Utah,UT,Rich County
49035,Utah,UT,Salt Lake County
49037,Utah,UT,San Juan County
49039,Utah,UT,Sanpete County
49041,Utah,UT,Sevier County
49043,Utah,UT,Summit County
49045,Utah,UT,Tooele County
49047,Utah,UT,Uintah County
49049,Utah,UT,Utah County
49051,Utah,UT,Wasatch County
49053,Utah,UT,Washington County
49055,Utah,UT,Wayne County
49057,Utah,UT,Weber County
50001,Vermont,VT,Addison County
50003,Vermont,VT,Bennington County
50005,Vermont,VT,Caledonia County
50007,Vermont,VT,Chittenden County
50009,Vermont,VT,Essex County
50011,Vermont,VT,Franklin County
50013,Vermont,VT,Grand Isle County
50015,Vermont,VT,Lamoille County
50017,Vermont,VT,Orange County
50019,Vermont,VT,Orleans County
50021,Vermont,VT,Rutland County
50023,Vermont,VT,Washington County
50025,Vermont,VT,Windham County
50027,Vermont,VT,Windsor County
51001,Virginia,VA,Accomack County
51003,Virginia,VA,Albemarle County
51005,Virginia,VA,Alleghany County
51007,Virginia,VA,Amelia County
51009,Virginia,VA,Amherst County
51011,Virginia,VA,Appomattox County
51013,Virginia,VA,Arlington County
51015,Virginia,VA,Augusta County
51017,Virginia,VA,Bath County
51019,Virginia,VA,Bedford County
51021,Virginia,VA,Bland County
51023,Virginia,VA,Botetourt County
51025,Virginia,VA,Brunswick County
51027,Virginia,VA,Buchanan County
51029,Virginia,VA,Buckingham County
51031,Virginia,VA,Campbell County
51033,Virginia,VA,Caroline County
51035,Virginia,VA,Carroll County
51036,Virginia,VA,Charles City County
51037,Virginia,VA,Charlotte County
51041,Virginia,VA,Chesterfield County
51043,Virginia,VA,Clarke County
51045,Virginia,VA,Craig County
51047,Virginia,VA,Culpeper County
51049,Virginia,VA,Cumberland County
51051,Virginia,VA,Dickenson County
51053,Virginia,VA,Dinwiddie County
51057,Virginia,VA,Essex County
51059,Virginia,VA,Fairfax County
51061,Virginia,VA,Fauquier County
51063,Virginia,VA,Floyd County
51065,Virginia,VA,Fluvanna County
51067,Virginia,VA,Franklin County
51069,Virginia,VA,Frederick County
51071,Virginia,VA,Giles County
51073,Virginia,VA,Gloucester County
51075,Virginia,VA,Goochland County
51077,Virginia,VA,Grayson County
51079,Virginia,VA,Greene County
51081,Virginia,VA,Greensville County
51083,Virginia,VA,Halifax County
51085,Virginia,VA,Hanover County
51087,Virginia,VA,Henrico County
51089,Virginia,VA,Henry County
51091,Virginia,VA,Highland County
51093,Virginia,VA,Isle of Wight County
51095,Virginia,VA,James City County
51097,Virginia,VA,King and Queen County
51099,Virginia,VA,King George County
51101,Virginia,VA,King William County
51103,Virginia,VA,Lancaster County
51105,Virginia,VA,Lee County
51107,Virginia,VA,Loudoun County
51109,Virginia,VA,Louisa County
51111,Virginia,VA,Lunenburg County
51113,Virginia,VA,Madison County
51115,Virginia,VA,Mathews County
51117,Virginia,VA,Mecklenburg County
51119,Virginia,VA,Middlesex County
51121,Virginia,VA,Montgomery County
51125,Virginia,VA,Nelson County
51127,Virginia,VA,New Kent County
51131,Virginia,VA,Northampton County
51133,Virginia,VA,Northumberland County
51135,Virginia,VA,Nottoway County
51137,Virginia,VA,Orange County
51139,Virginia,VA,Page County
51141,Virginia,VA,Patrick County
51143,Virginia,VA,Pittsylvania County
51145,Virginia,VA,Powhatan County
51147,Virginia,VA,Prince Edward County
51149,Virginia,VA,Prince George County
51153,Virginia,VA,Prince William County
51155,Virginia,VA,Pulaski County
51157,Virginia,VA,Rappahannock County
51159,Virginia,VA,Richmond County
51161,Virginia,VA,Roanoke County
51163,Virginia,VA,Rockbridge County
51165,Virginia,VA,Rockingham County
51167,Virginia,VA,Russell County
51169,Virginia,VA,Scott County
51171,Virginia,VA,Shenandoah County
51173,Virginia,VA,Smyth County
51175,Virginia,VA,Southampton County
51177,Virginia,VA,Spotsylvania County
51179,Virginia,VA,Stafford County
51181,Virginia,VA,Surry County
51183,Virginia,VA,Sussex County
51185,Virginia,VA,Tazewell County
51187,Virginia,VA,Warren County
51191,Virginia,VA,Washington County
51193,Virginia,VA,Westmoreland County
51195,Virginia,VA,Wise County
51197,Virginia,VA,Wythe County
51199,Virginia,VA,York County
51510,Virginia,VA,Alexandria city
51515,Virginia,VA,Bedford city
51520,Virginia,VA,Bristol city
51530,Virginia,VA,Buena Vista city
51540,Virginia,VA,Charlottesville city
51550,Virginia,VA,Chesapeake city
51570,Virginia,VA,Colonial Heights city
51580,Virginia,VA,Covington city
51590,Virginia,VA,Danville city
51595,Virginia,VA,Emporia city
51600,Virginia,VA,Fairfax city
51610,Virginia,VA,Falls Church city
51620,Virginia,VA,Franklin city
51630,Virginia,VA,Fredericksburg city
51640,Virginia,VA,Galax city
51650,Virginia,VA,Hampton city
51660,Virginia,VA,Harrisonburg city
51670,Virginia,VA,Hopewell city
51678,Virginia,VA,Lexington city
51680,Virginia,VA,Lynchburg city
51683,Virginia,VA,Manassas city
51685,Virginia,VA,Manassas Park city
51690,Virginia,VA,Martinsville city
51700,Virginia,VA,Newport News city
51710,Virginia,VA,Norfolk city
51720,Virginia,VA,Norton city
51730,Virginia,VA,Petersburg city
51735,Virginia,VA,Poquoson city
51740,Virginia,VA,Portsmouth city
51750,Virginia,VA,Radford city
51760,Virginia,VA,Richmond city
51770,Virginia,VA,Roanoke city
51775,Virginia,VA,Salem city
51790,Virginia,VA,Staunton city
51800,Virginia,VA,Suffolk city
51810,Virginia,VA,Virginia Beach city
51820,Virginia,VA,Waynesboro city
51830,Virginia,VA,Williamsburg city
51840,Virginia,VA,Winchester city
53001,Washington,WA,Adams County
53003,Washington,WA,Asotin County
53005,Washington,WA,Benton County
53007,Washington,WA,Chelan County
53009,Washington,WA,Clallam County
53011,Washington,WA,Clark County
53013,Washington,WA,Columbia County
53015,Washington,WA,Cowlitz County
53017,Washington,WA,Douglas County
53019,Washington,WA,Ferry County
53021,Washington,WA,Franklin County
53023,Washington,WA,Garfield County
53025,Washington,WA,Grant County
53027,Washington,WA,Grays Harbor County
53029,Washington,WA,Island County
53031,Washington,WA,Jefferson County
53033,Washington,WA,King County
53035,Washington,WA,Kitsap County
53037,Washington,WA,Kittitas County
53039,Washington,WA,Klickitat County
53041,Washington,WA,Lewis County
53043,Washington,WA,Lincoln County
53045,Washington,WA,Mason County
53047,Washington,WA,Okanogan County
53049,Washington,WA,Pacific County
53051,Washington,WA,Pend Oreille County
53053,Washington,WA,Pierce County
53055,Washington,WA,San Juan County
53057,Washington,WA,Skagit County
53059,Washington,WA,Skamania County
53061,Washington,WA,Snohomish County
53063,Washington,WA,Spokane County
53065,Washington,WA,Stevens County
53067,Washington,WA,Thurston County
53069,Washington,WA,Wahkiakum County
53071,Washington,WA,Walla Walla County
53073,Washington,WA,Whatcom County
53075,Washington,WA,Whitman County
53077,Washington,WA,Yakima County
54001,West Virginia,WV,Barbour County
54003,West Virginia,WV,Berkeley County
54005,West Virginia,WV,Boone County
54007,West Virginia,WV,Braxton County
54009,West Virginia,WV,Brooke County
54011,West Virginia,WV,Cabell County
54013,West Virginia,WV,Calhoun County
54015,West Virginia,WV,Clay County
54017,West Virginia,WV,Doddridge County
54019,West Virginia,WV,Fayette County
54021,West Virginia,WV,Gilmer County
54023,West Virginia,WV,Grant County
54025,West Virginia,WV,Greenbrier County
54027,West Virginia,WV,Hampshire County
54029,West Virginia,WV,Hancock County
54031,West Virginia,WV,Hardy County
54033,West Virginia,WV,Harrison County
54035,West Virginia,WV,Jackson County
54037,West Virginia,WV,Jefferson County
54039,West Virginia,WV,Kanawha County
54041,West Virginia,WV,Lewis County
54043,West Virginia,WV,Lincoln County
54045,West Virginia,WV,Logan County
54047,West Virginia,WV,McDowell County
54049,West Virginia,WV,Marion County
54051,West Virginia,WV,Marshall County
54053,West Virginia,WV,Mason County
54055,West Virginia,WV,Mercer County
54057,West Virginia,WV,Mineral County
54059,West Virginia,WV,Mingo County
54061,West Virginia,WV,Monongalia County
54063,West Virginia,WV,Monroe County
54065,West Virginia,WV,Morgan County
54067,West Virginia,WV,Nicholas County
54069,West Virginia,WV,Ohio County
54071,West Virginia,WV,Pendleton County
54073,West Virginia,WV,Pleasants County
54075,West Virginia,WV,Pocahontas County
54077,West Virginia,WV,Preston County
54079,West Virginia,WV,Putnam County
54081,West Virginia,WV,Raleigh County
54083,West Virginia,WV,Randolph County
54085,West Virginia,WV,Ritchie County
54087,West Virginia,WV,Roane County
54089,West Virginia,WV,Summers County
54091,West Virginia,WV,Taylor County
54093,West Virginia,WV,Tucker County
54095,West Virginia,WV,Tyler County
54097,West Virginia,WV,Upshur County
54099,West Virginia,WV,Wayne County
54101,West Virginia,WV,Webster County
54103,West Virginia,WV,Wetzel County
54105,West Virginia,WV,Wirt County
54107,West Virginia,WV,Wood County
54109,West Virginia,WV,Wyoming County
55001,Wisconsin,WI,Adams County
55003,Wisconsin,WI,Ashland County
55005,Wisconsin,WI,Barron County
55007,Wisconsin,WI,Bayfield County
55009,Wisconsin,WI,Brown County
55011,Wisconsin,WI,Buffalo County
55013,Wisconsin,WI,Burnett County
55015,Wisconsin,WI,Calumet County
55017,Wisconsin,WI,Chippewa County
55019,Wisconsin,WI,Clark County
55021,Wisconsin,WI,Columbia County
55023,Wisconsin,WI,Crawford County
55025,Wisconsin,WI,Dane County
55027,Wisconsin,WI,Dodge County
55029,Wisconsin,WI,Door County
55031,Wisconsin,WI,Douglas County
55033,Wisconsin,WI,Dunn County
55035,Wisconsin,WI,Eau Claire County
55037,Wisconsin,WI,Florence County
55039,Wisconsin,WI,Fond du Lac County
55041,Wisconsin,WI,Forest County
55043,Wisconsin,WI,Grant County
55045,Wisconsin,WI,Green County
55047,Wisconsin,WI,Green Lake County
55049,Wisconsin,WI,Iowa County
55051,Wisconsin,WI,Iron County
55053,Wisconsin,WI,Jackson County
55055,Wisconsin,WI,Jefferson County
55057,Wisconsin,WI,Juneau County
55059,Wisconsin,WI,Kenosha County
55061,Wisconsin,WI,Kewaunee County
55063,Wisconsin,WI,La Crosse County
55065,Wisconsin,WI,Lafayette County
55067,Wisconsin,WI,Langlade County
55069,Wisconsin,WI,Lincoln County
55071,Wisconsin,WI,Manitowoc County
55073,Wisconsin,WI,Marathon County
55075,Wisconsin,WI,Marinette County
55077,Wisconsin,WI,Marquette County
55078,Wisconsin,WI,Menominee County
55079,Wisconsin,WI,Milwaukee County
55081,Wisconsin,WI,Monroe County
55083,Wisconsin,WI,Oconto County
55085,Wisconsin,WI,Oneida County
55087,Wisconsin,WI,Outagamie County
55089,Wisconsin,WI,Ozaukee County
55091,Wisconsin,WI,Pepin County
55093,Wisconsin,WI,Pierce County
55095,Wisconsin,WI,Polk County
55097,Wisconsin,WI,Portage County
55099,Wisconsin,WI,Price County
55101,Wisconsin,WI,Racine County
55103,Wisconsin,WI,Richland County
55105,Wisconsin,WI,Rock County
55107,Wisconsin,WI,Rusk County
55109,Wisconsin,WI,St. Croix County
55111,Wisconsin,WI,Sauk County
55113,Wisconsin,WI,Sawyer County
55115,Wisconsin,WI,Shawano County
55117,Wisconsin,WI,Sheboygan County
55119,Wisconsin,WI,Taylor County
55121,Wisconsin,WI,Trempealeau County
55123,Wisconsin,WI,Vernon County
55125,Wisconsin,WI,Vilas County
55127,Wisconsin,WI,Walworth County
55129,Wisconsin,WI,Washburn County
55131,Wisconsin,WI,Washington County
55133,Wisconsin,WI,Waukesha County
55135,Wisconsin,WI,Waupaca County
55137,Wisconsin,WI,Waushara County
55139,Wisconsin,WI,Winnebago County
55141,Wisconsin,WI,Wood County
56001,Wyoming,WY,Albany County
56003,Wyoming,WY,Big Horn County
56005,Wyoming,WY,Campbell County
56007,Wyoming,WY,Carbon County
56009,Wyoming,WY,Converse County
56011,Wyoming,WY,Crook County
56013,Wyoming,WY,Fremont County
56015,Wyoming,WY,Goshen County
56017,Wyoming,WY,Hot Springs County
56019,Wyoming,WY,Johnson County
56021,Wyoming,WY,Laramie County
56023,Wyoming,WY,Lincoln County
56025,Wyoming,WY,Natrona County
56027,Wyoming,WY,Niobrara County
56029,Wyoming,WY,Park County
56031,Wyoming,WY,Platte County
56033,Wyoming,WY,Sheridan County
56035,Wyoming,WY,Sublette County
56037,Wyoming,WY,Sweetwater County
56039,Wyoming,WY,Teton County
56041,Wyoming,WY,Uinta County
56043,Wyoming,WY,Washakie County
56045,Wyoming,WY,Weston County
60010,American Samoa,AS,Eastern District
60020,American Samoa,AS,Manu'a District
60030,American Samoa,AS,Rose Island
60040,American Samoa,AS,Swains Island
60050,American Samoa,AS,Western District
66010,Guam,GU,Guam
69085,Northern Mariana Islands,MP,Northern Islands Municipality
69100,Northern Mariana Islands,MP,Rota Municipality
69110,Northern Mariana Islands,MP,Saipan Municipality
69120,Northern Mariana Islands,MP,Tinian Municipality
72001,Puerto Rico,PR,Adjuntas Municipio
72003,Puerto Rico,PR,Aguada Municipio
72005,Puerto Rico,PR,Aguadilla Municipio
72007,Puerto Rico,PR,Aguas Buenas Municipio
72009,Puerto Rico,PR,Aibonito Municipio
72011,Puerto Rico,PR,Anasco Municipio
72013,Puerto Rico,PR,Arecibo Municipio
72015,Puerto Rico,PR,Arroyo Municipio
72017,Puerto Rico,PR,Barceloneta Municipio
72019,Puerto Rico,PR,Barranquitas Municipio
72021,Puerto Rico,PR,Bayamon Municipio
72023,Puerto Rico,PR,Cabo Rojo Municipio
72025,Puerto Rico,PR,Caguas Municipio
72027,Puerto Rico,PR,Camuy Municipio
72029,Puerto Rico,PR,Canovanas Municipio
72031,Puerto Rico,PR,Carolina Municipio
72033,Puerto Rico,PR,Catano Municipio
72035,Puerto Rico,PR,Cayey Municipio
72037,Puerto Rico,PR,Ceiba Municipio
72039,Puerto Rico,PR,Ciales Municipio
72041,Puerto Rico,PR,Cidra Municipio
72043,Puerto Rico,PR,Coamo Municipio
72045,Puerto Rico,PR,Comerio Municipio
72047,Puerto Rico,PR,Corozal Municipio
72049,Puerto Rico,PR,Culebra Municipio
72051,Puerto Rico,PR,Dorado Municipio
72053,Puerto Rico,PR,Fajardo Municipio
72054,Puerto Rico,PR,Florida Municipio
72055,Puerto Rico,PR,Guanica Municipio
72057,Puerto Rico,PR,Guayama Municipio
72059,Puerto Rico,PR,Guayanilla Municipio
72061,Puerto Rico,PR,Guaynabo Municipio
72063,Puerto Rico,PR,Gurabo Municipio
72065,Puerto Rico,PR,Hatillo Municipio
72067,Puerto Rico,PR,Hormigueros Municipio
72069,Puerto Rico,PR,Humacao Municipio
72071,Puerto Rico,PR,Isabela Municipio
72073,Puerto Rico,PR,Jayuya Municipio
72075,Puerto Rico,PR,Juana Diaz Municipio
